Months_beginning_Jan_1871,Monthly_years,Monthly_nom_gov_bond_rate,Monthly_nom_margin_rate,Monthly_nom_stock_return,Monthly_CPI,Fed_funds_rate
323,1897.11,0.004638808,0.001446765,0.024731183,6.660193388,
324,1897.12,0.002693471,0.003072542,0.030526316,6.660193388,
325,1898.01,-0.003529575,0.001446765,0.00105362,6.660193388,
326,1898.02,-0.006105629,0.00226328,-0.042037988,6.755342479,
327,1898.03,-0.002288413,0.001753817,-0.013888889,6.755342479,
328,1898.04,0.006498521,0.002059836,0.069049964,6.755342479,
329,1898.05,0.006925957,0.001138675,0.042236482,7.231071736,
330,1898.06,0.009710292,0.001035746,0.007081686,6.755342479,
331,1898.07,0.003662229,0.001035746,0.04054626,6.660193388,
332,1898.08,0.002729476,0.001651581,0.001159077,6.660193388,
333,1898.09,0.003253286,0.003072542,-0.017823194,6.660193388,
334,1898.1,0.001680913,0.001446765,0.036192557,6.660193388,
335,1898.11,0.005070119,0.001855938,0.065136278,6.660193388,
336,1898.12,0.004497403,0.00226328,0.079056047,6.755342479,
337,1899.01,0.000908373,0.002059836,0.04058114,6.755342479,
338,1899.02,0.003467827,0.002059836,0.016926836,6.945632562,
339,1899.03,0.00459799,0.004867551,0.015136719,6.945632562,
340,1899.04,0.002048224,0.00327374,-0.039052212,7.040773554,
341,1899.05,0.004678559,0.00246627,-0.019804079,7.040773554,
342,1899.06,0.001038836,0.002870899,0.037410763,7.135922645,
343,1899.07,0.003176389,0.003173196,0.028208599,7.231071736,
344,1899.08,0.002414304,0.002364831,-0.008194876,7.326212727,
345,1899.09,0.002542945,0.00643403,-0.001995029,7.611651901,
346,1899.1,0.003911527,0.004867551,0.021665352,7.706792893,
347,1899.11,0.008483335,0.004867551,-0.065412797,7.801941983,
348,1899.12,0.002472253,0.004471699,0.016196013,7.897091074,
349,1900.01,0.003419548,0.002668809,0.021004098,7.897091074,
350,1900.02,0.00492443,0.001855938,0.011070853,7.992232066,
351,1900.03,-0.001678671,0.002870899,0.015874601,7.992232066,
352,1900.04,0.004613289,0.001855938,-0.044164038,7.992232066,
353,1900.05,0.002347621,0.001651581,-0.026386589,7.801941983,
354,1900.06,0.001393319,0.001138675,0.00362628,7.706792893,
355,1900.07,0.000322855,0.001138675,0.017384812,7.801941983,
356,1900.08,0.004520864,0.001035746,-0.019781145,7.706792893,
357,1900.09,0.0024711,0.001600421,0.040193966,7.801941983,
358,1900.1,0.007141023,0.003674809,0.082154742,7.706792893,
359,1900.11,0.005158817,0.002870899,0.063946759,7.706792893,
360,1900.12,0.003179773,0.004273128,0.032751092,7.611651901,
361,1901.01,0.002392395,0.001651581,0.029015794,7.706792893,
362,1901.02,0.001492992,0.001651581,0.039348276,7.611651901,
363,1901.03,0.004304709,0.002059836,0.087272526,7.611651901,
364,1901.04,0.001380052,0.00327374,-0.047228706,7.51650281,
365,1901.05,0.003172628,0.00246627,0.102935533,7.51650281,
366,1901.06,0.001605018,0.005654145,-0.064019608,7.51650281,
367,1901.07,3.02E-05,0.002059836,0.01714691,7.611651901,
368,1901.08,0.004111365,0.002161615,-0.001727819,7.706792893,
369,1901.09,0.004843795,0.003072542,-0.00796875,7.801941983,
370,1901.1,0.001937937,0.002668809,0.024828276,7.801941983,
371,1901.11,0.003040206,0.00327374,-0.012806312,7.897091074,
372,1901.12,0.001267094,0.005261694,0.024737945,7.992232066,
373,1902.01,0.003267454,0.001957944,0.011912972,7.897091074,
374,1902.02,0.00237535,0.001855938,0.004494302,7.897091074,
375,1902.03,0.002812981,0.003874685,0.03742378,7.897091074,
376,1902.04,0.00237115,0.003474495,0.000818593,7.992232066,
377,1902.05,-0.00506256,0.00246627,-0.002716706,8.087381157,
378,1902.06,-0.004205026,0.00226328,0.025812525,8.18251405,
379,1902.07,0.002507067,0.00226328,0.029901163,8.18251405,
380,1902.08,0.01172287,0.003072542,0.005348245,8.087381157,
381,1902.09,0.003780022,0.012445138,-0.028554614,8.18251405,
382,1902.1,0.000130381,0.004074124,-0.03531408,8.753424793,
383,1902.11,0.000581854,0.003674809,-0.019728964,8.467928926,
384,1902.12,0.002445006,0.006821493,0.054347826,8.563094215,
385,1903.01,0.003368179,0.003072542,-0.002642829,8.658259504,
386,1903.02,0.004729961,0.00246627,-0.035936385,8.658259504,
387,1903.03,-0.001386466,0.004669839,-0.037386551,8.372844628,
388,1903.04,0.004314503,0.002668809,-0.015734409,8.372844628,
389,1903.05,0.00069036,0.001855938,-0.051553728,8.18251405,
390,1903.06,0.000572518,0.001855938,-0.042014856,8.18251405,
391,1903.07,0.002467643,0.001651581,-0.027959854,8.18251405,
392,1903.08,0.003996191,0.001446765,-0.019817748,8.18251405,
393,1903.09,0.002803093,0.001957944,-0.02801391,8.277679339,
394,1903.1,0.000811187,0.00327374,0.00781017,8.18251405,
395,1903.11,0.002465339,0.005261694,0.050800159,8.087381157,
396,1903.12,0.001748856,0.004867551,0.021182141,8.087381157,
397,1904.01,7.87E-05,0.001446765,-0.022621008,8.277679339,
398,1904.02,0.002981033,0.001549231,0.001324359,8.467928926,
399,1904.03,0.002252156,0.001344184,0.029063786,8.372844628,
400,1904.04,0.001522364,0.0009327,-0.016858685,8.277679339,
401,1904.05,0.003226393,0.001138675,0.005811538,8.087381157,
402,1904.06,0.002495381,0.0009327,0.045698925,8.087381157,
403,1904.07,6.27E-05,0.000726259,0.037938791,8.087381157,
404,1904.08,0.003250737,0.000829538,0.048065858,8.18251405,
405,1904.09,0.00251184,0.001651581,0.062386157,8.277679339,
406,1904.1,0.000539869,0.001855938,0.057598925,8.277679339,
407,1904.11,0.002658439,0.002870899,0.012987556,8.467928926,
408,1904.12,0.002529698,0.00246627,0.024949495,8.467928926,
409,1905.01,0.002529698,0.001549231,0.046972123,8.467928926,
410,1905.02,0.006568284,0.002059836,0.031375947,8.467928926,
411,1905.03,0.00249069,0.003072542,-0.009254144,8.372844628,
412,1905.04,0.00103495,0.00246627,-0.046264914,8.372844628,
413,1905.05,0.00396172,0.001855938,0.014885294,8.277679339,
414,1905.06,0.00249069,0.00226328,0.034496124,8.277679339,
415,1905.07,0.003206682,0.001549231,0.040226419,8.277679339,
416,1905.08,0.004625858,0.001651581,0.006189312,8.372844628,
417,1905.09,0.002463116,0.004074124,0.017018779,8.277679339,
418,1905.1,-0.000272059,0.003072542,-0.002433226,8.277679339,
419,1905.11,-0.002523257,0.004471699,0.027643215,8.372844628,
420,1905.12,0.003031014,0.028436156,0.037473795,8.467928926,
421,1906.01,0.001038836,0.00327374,-0.004257008,8.467928926,
422,1906.02,0.0025478,0.003874685,-0.021584184,8.467928926,
423,1906.03,0.005771997,0.004074124,-0.010569212,8.467928926,
424,1906.04,-0.000201409,0.00327374,-0.023389007,8.467928926,
425,1906.05,0.001286767,0.002870899,0.016332607,8.563094215,
426,1906.06,0.002801301,0.002870899,-0.022535842,8.563094215,
427,1906.07,0.003937528,0.001753817,0.077362031,8.277679339,
428,1906.08,0.003780575,0.004867551,0.034058753,8.467928926,
429,1906.09,0.002153316,0.004074124,-0.026732303,8.563094215,
430,1906.1,0.00228447,0.004074124,0.02388061,8.753424793,
431,1906.11,0.002286891,0.004867551,-0.005755287,8.848509091,
432,1906.12,0.00027831,0.004867551,-0.025067751,8.94367438,
433,1907.01,0.002303035,0.00226328,-0.027865237,8.848509091,
434,1907.02,0.004828565,0.004074124,-0.094612131,9.038839669,
435,1907.03,0.002784517,0.004867551,0.008882236,8.94367438,
436,1907.04,0.000778504,0.001855938,-0.030459873,8.94367438,
437,1907.05,0.000780368,0.001446765,-0.027811728,9.134004959,
438,1907.06,0.002569932,0.004074124,0.042729592,9.229089256,
439,1907.07,-0.001305349,0.002059836,-0.070605037,9.229089256,
440,1907.08,-0.000576453,0.00246627,-0.005901948,9.229089256,
441,1907.09,0.00102697,0.00327374,-0.103914989,9.229089256,
442,1907.1,-0.00453853,0.028436156,-0.053296938,9.324254545,
443,1907.11,-0.0042633,0.005654145,0.057022667,8.94367438,
444,1907.12,0.009219365,0.01530947,0.048198884,8.753424793,
445,1908.01,0.003873619,0.001446765,-0.031183698,8.658259504,
446,1908.02,0.004410453,0.001446765,0.046380051,8.563094215,
447,1908.03,0.004378722,0.001651581,0.059073265,8.563094215,
448,1908.04,0.002686393,0.001446765,0.058778775,8.658259504,
449,1908.05,0.000171893,0.001344184,0.005933814,8.658259504,
450,1908.06,0.002425094,0.001241488,0.041230366,8.658259504,
451,1908.07,0.001579394,0.0009327,0.047313763,8.753424793,
452,1908.08,0.004988182,0.0009327,-0.00672619,8.753424793,
453,1908.09,0.002702755,0.001035746,0.016421869,8.753424793,
454,1908.1,0.001576041,0.001241488,0.071812777,8.848509091,
455,1908.11,0.002713772,0.001446765,0.02645621,8.94367438,
456,1908.12,0.002713772,0.002668809,0.007013658,9.038839669,
457,1909.01,0.002713772,0.001241488,-0.024988043,8.94367438,
458,1909.02,0.002713772,0.001651581,0.017487689,9.038839669,
459,1909.03,0.002713772,0.001446765,0.048673393,9.038839669,
460,1909.04,0.000438119,0.001446765,0.03695726,9.229089256,
461,1909.05,0.00273605,0.001446765,0.021259086,9.324254545,
462,1909.06,0.001007947,0.001446765,0.017857143,9.419419835,
463,1909.07,-0.001063872,0.001549231,0.027693662,9.419419835,
464,1909.08,0.000399873,0.001855938,0.004475278,9.514585124,
465,1909.09,0.003114929,0.002364831,0.007441937,9.609669421,
466,1909.1,-0.000384996,0.00327374,-0.001357934,9.8,
467,1909.11,0.001758352,0.003974459,0.015362639,9.895165289,
468,1909.12,0.000987154,0.004471699,-0.017799353,9.990330579,
469,1910.01,0.002871556,0.002567596,-0.032056052,9.895165289,
470,1910.02,0.001614591,0.002364831,0.028506516,9.895165289,
471,1910.03,0.00288396,0.002364831,-0.020352242,10.08541488,
472,1910.04,0.002251548,0.003173196,-0.012602881,10.18058017,
473,1910.05,0.003522848,0.002668809,-0.044172768,9.990330579,
474,1910.06,0.003042136,0.00231407,-0.046382784,9.895165289,
475,1910.07,0.003348728,0.001446765,0.028718171,9.895165289,
476,1910.08,0.004136141,0.001138675,0.011111111,9.8,
477,1910.09,0.002865395,0.001957944,0.050341377,9.704834711,
478,1910.1,0.002865395,0.00276991,0.003084764,9.419419835,
479,1910.11,0.002865395,0.002161615,-0.023742392,9.229089256,
480,1910.12,0.002865395,0.003173196,0.028637201,9.229089256,
481,1911.01,0.005034807,0.002059836,0.021485077,9.229089256,
482,1911.02,0.002844035,0.001855938,-0.007511488,8.94367438,
483,1911.03,0.001768346,0.001855938,-8.94E-05,9.038839669,
484,1911.04,0.002854633,0.001906955,0.02577227,8.753424793,
485,1911.05,-0.000432849,0.001906955,0.024173699,8.753424793,
486,1911.06,0.002887082,0.002008904,-8.62E-05,8.753424793,
487,1911.07,0.00097498,0.001957944,-0.043700242,8.848509091,
488,1911.08,0.002905973,0.001855938,-0.050254453,9.134004959,
489,1911.09,0.002581808,0.001855938,0.010284506,9.229089256,
490,1911.1,0.002909176,0.001957944,0.044629205,9.229089256,
491,1911.11,0.002909176,0.001957944,0.008728409,9.134004959,
492,1911.12,0.002269397,0.002971776,0.005397,9.038839669,
493,1912.01,0.0029155,0.001753817,-0.004470029,9.134004959,
494,1912.02,0.004196013,0.001855938,0.033109329,9.229089256,
495,1912.03,0.003385258,0.002059836,0.035416667,9.419419835,
496,1912.04,0.003696925,0.00226328,0.003070038,9.704834711,
497,1912.05,0.002249708,0.00226328,0.004124913,9.704834711,
498,1912.06,0.002896527,0.00226328,0.005175713,9.609669421,
499,1912.07,0.001616492,0.00226328,0.027075078,9.609669421,
500,1912.08,0.002950737,0.00246627,0.009146279,9.704834711,
501,1912.09,0.003349421,0.004471699,0.002007268,9.8,
502,1912.1,0.003062398,0.004074124,-0.007128218,9.8,
503,1912.11,0.002586939,0.006821493,-0.031867078,9.8,
504,1912.12,0.002905973,0.00643403,-0.004264392,9.704834711,
505,1913.01,0.003388291,0.00226328,-0.031182796,9.8,
506,1913.02,0.002419027,0.002567596,-0.014492754,9.8,
507,1913.03,0.001942149,0.003574707,0.003409091,9.8,
508,1913.04,0.004836986,0.00226328,-0.022753129,9.8,
509,1913.05,0.002256271,0.00226328,-0.045614035,9.7,
510,1913.06,-0.004276112,0.001651581,0.018472906,9.8,
511,1913.07,0.001633698,0.002059836,0.031591738,9.9,
512,1913.08,0.00197028,0.001855938,0.014201183,9.9,
513,1913.09,0.000429688,0.00246627,-0.026963658,10,
514,1913.1,0.006613801,0.003474495,-0.020581114,10,
515,1913.11,0.005663953,0.00327374,0.003726708,10.1,
516,1913.12,0.005591739,0.002971776,0.0460199,10,
517,1914.01,0.003748526,0.001651581,0.017871366,10,
518,1914.02,0.001955812,0.001549231,-0.014249214,9.9,
519,1914.03,0.002281018,0.001549231,-0.01938101,9.9,
520,1914.04,-0.002729013,0.001446765,0.010878489,9.8,
521,1914.05,0.005193005,0.001549231,-0.000254998,9.9,
522,1914.06,0.002977416,0.001549231,-0.050738007,9.9,
523,1914.07,0.002990524,0.003173196,0.004828559,10,
524,1914.08,0.002365572,0.004867551,0.004774306,10.2,
525,1914.09,0.002371859,0.004867551,0.004720052,10.2,
526,1914.1,0.002378146,0.004867551,0.004665799,10.1,
527,1914.11,0.001947245,0.003974459,-0.038357205,10.2,
528,1914.12,0.002832362,0.00246627,0.02244898,10.1,
529,1915.01,0.004372261,0.001549231,-0.008680927,10.1,
530,1915.02,0.006018142,0.001549231,0.030507001,10,
531,1915.03,0.002632775,0.001549231,0.079948261,9.9,
532,1915.04,0.002296699,0.001651581,-0.019007985,10,
533,1915.05,0.001121279,0.001446765,0.015767296,10.1,
534,1915.06,0.00248804,0.001446765,0.000673715,10.1,
535,1915.07,0.002997448,0.001549231,0.046876821,10.1,
536,1915.08,0.002997448,0.001446765,0.041384232,10.1,
537,1915.09,0.002997448,0.001446765,0.059540993,10.1,
538,1915.1,0.001634171,0.001549231,0.038915937,10.2,
539,1915.11,0.005559564,0.001549231,0.005894996,10.3,
540,1915.12,0.001803261,0.001651581,-0.012042897,10.3,
541,1916.01,0.006029208,0.001446765,-0.009996427,10.4,
542,1916.02,0.004293782,0.001549231,0.000830616,10.4,
543,1916.03,0.002291326,0.001549231,-0.006702108,10.5,
544,1916.04,0.003624022,0.001957944,0.026399302,10.6,
545,1916.05,0.000454364,0.001753817,0.014061489,10.7,
546,1916.06,0.001126833,0.002364831,-0.009481838,10.8,
547,1916.07,0.003675764,0.001957944,0.012150596,10.8,
548,1916.08,0.003661022,0.001855938,0.045490143,10.9,
549,1916.09,0.004325726,0.002161615,0.035532886,11.1,
550,1916.1,-5.50E-05,0.001957944,0.027540915,11.3,
551,1916.11,0.004357714,0.002567596,-0.035674176,11.5,
552,1916.12,0.001631525,0.00246627,-0.018707483,11.6,
553,1917.01,0.004523337,0.001549231,-0.051455939,11.7,
554,1917.02,-0.003706975,0.001957944,0.036375969,12,
555,1917.03,0.001998007,0.001855938,-0.009734157,12,
556,1917.04,-0.003035478,0.00226328,-0.028323337,12.6,
557,1917.05,0.00054231,0.002161615,0.026092927,12.8,
558,1917.06,0.003518547,0.003974459,-0.021893437,13,
559,1917.07,0.002777197,0.002059836,-0.023551384,12.8,
560,1917.08,0.006277824,0.002971776,-0.041747753,13,
561,1917.09,0.001469735,0.004372467,-0.04743945,13.3,
562,1917.1,0.003134911,0.00327374,-0.076081814,13.5,
563,1917.11,-0.000580867,0.003374173,-0.026051136,13.5,
564,1917.12,0.003917273,0.00417368,0.06875,13.7,
565,1918.01,0.004664434,0.003374173,0.038372631,14,
566,1918.02,0.003149678,0.004471699,-0.012673845,14.1,
567,1918.03,0.004256765,0.004768748,-0.00206044,14,
568,1918.04,0.003327239,0.003674809,0.039412853,14.2,
569,1918.05,0.006242547,0.004570823,0.008512545,14.5,
570,1918.06,0.003467305,0.00327374,0.015100671,14.7,
571,1918.07,0.003463771,0.004768748,0.016200621,15.1,
572,1918.08,0.002375433,0.004867551,0.0014292,15.4,
573,1918.09,0.002021817,0.004867551,0.049071618,15.7,
574,1918.1,0.004743913,0.004867551,0.031700594,16,
575,1918.11,0.003100288,0.004471699,-0.013854425,16.3,
576,1918.12,-0.06630725,0.004273128,-0.000316456,16.5,
577,1919.01,-0.001676929,0.003674809,0.00983758,16.5,
578,1919.02,0.001525659,0.004074124,0.036413917,16.2,
579,1919.03,0.004688147,0.004273128,0.038998358,16.4,
580,1919.04,0.007828322,0.004074124,0.074659317,16.7,
581,1919.05,0.002282575,0.004074124,0.031896135,16.9,
582,1919.06,0.001516376,0.005261694,0.037549765,16.9,
583,1919.07,-0.000800116,0.004867551,-0.06250701,17.4,
584,1919.08,0.007866239,0.004867551,0.020887824,17.7,
585,1919.09,0.005473657,0.004867551,0.056048835,17.8,
586,1919.1,-0.003927454,0.004471699,-0.024844245,18.1,
587,1919.11,-0.003034599,0.005849741,-0.024543888,18.5,
588,1919.12,0.001711097,0.007783037,-0.005138266,18.9,
589,1920.01,-0.00520558,0.007207323,-0.077686863,19.3,
590,1920.02,0.001079723,0.006627967,0.075789095,19.5,
591,1920.03,-0.010326966,0.006239681,-0.003027682,19.7,
592,1920.04,-0.018263485,0.006044919,-0.057719961,20.3,
593,1920.05,0.007617908,0.004867551,-0.011975806,20.6,
594,1920.06,0.002301622,0.00643403,0.004208754,20.9,
595,1920.07,-0.002918638,0.006627967,-0.03373051,20.8,
596,1920.08,0.02288929,0.005849741,0.041191886,20.3,
597,1920.09,0.031481305,0.005654145,0.006723846,20,
598,1920.1,-0.00578099,0.007014612,-0.045333122,19.9,
599,1920.11,-0.010148198,0.005261694,-0.083871435,19.8,
600,1920.12,0.01747608,0.005654145,0.050293686,19.4,
601,1921.01,0.000489384,0.005654145,-0.001104079,19,
602,1921.02,0.005117165,0.005654145,-0.01957389,18.4,
603,1921.03,0.006641819,0.005261694,0.010386386,18.3,
604,1921.04,0.003554235,0.005340319,0.036339846,18.1,
605,1921.05,0.002798306,0.00557579,-0.074330524,17.7,
606,1921.06,0.005109367,0.004153777,0.003117048,17.6,
607,1921.07,0.007402393,0.004074124,-0.006115365,17.7,
608,1921.08,0.012005162,0.004392322,0.030965116,17.7,
609,1921.09,0.026862738,0.003914608,0.019572617,17.5,
610,1921.1,0.018952162,0.004471699,0.05955597,17.5,
611,1921.11,0.017329539,0.004074124,0.040889991,17.4,
612,1921.12,0.005280482,0.004074124,0.003875969,17.3,
613,1922.01,-0.000290436,0.003994401,0.027216895,16.9,
614,1922.02,0.010882589,0.003978448,0.042764745,16.9,
615,1922.03,0.014058571,0.003313926,0.065810724,16.7,
616,1922.04,0.005139394,0.002870899,0.043815469,16.7,
617,1922.05,0.005124547,0.003112817,-0.004681516,16.7,
618,1922.06,0.011569149,0.002385128,0.011883629,16.7,
619,1922.07,0.005035479,0.003112817,0.042393263,16.8,
620,1922.08,-0.002228938,0.002911263,0.030703096,16.6,
621,1922.09,-0.00534429,0.00371482,0.02665103,16.6,
622,1922.1,0.001153469,0.003754812,-0.045161087,16.7,
623,1922.11,0.004375981,0.003834745,0.002517045,16.8,
624,1922.12,0.003568021,0.003978448,0.018507973,16.9,
625,1923.01,0.002768628,0.003514593,0.047487828,16.8,
626,1923.02,-0.000411272,0.004074124,0.020773168,16.8,
627,1923.03,0.002820015,0.004574786,-0.03044362,16.8,
628,1923.04,0.005221069,0.003794787,-0.042521062,16.9,
629,1923.05,0.006005991,0.003834745,-0.033080546,16.9,
630,1923.06,0.003584393,0.004551007,-0.028377298,17,
631,1923.07,0.002785759,0.004074124,0.0103567,17.2,
632,1923.08,0.002794324,0.004034271,0.011556584,17.1,
633,1923.09,0.000413807,0.004153777,-0.009355828,17.2,
634,1923.1,0.006027129,0.003674809,0.035353881,17.3,
635,1923.11,0.005206217,0.003874685,0.039180774,17.3,
636,1923.12,0.007595256,0.004074124,0.03791423,17.3,
637,1924.01,0.005154242,0.00327374,0.009547943,17.3,
638,1924.02,0.003535274,0.003426354,-0.014155393,17.2,
639,1924.03,0.007551311,0.003233536,-0.017863985,17.1,
640,1924.04,0.009944552,0.003233536,0.001732353,17,
641,1924.05,0.0172474,0.002773951,0.024186344,17,
642,1924.06,0.006547158,0.001651581,0.051564311,17,
643,1924.07,0.005703466,0.001651581,0.039329088,17.1,
644,1924.08,0.002416908,0.001651581,-0.004788544,17,
645,1924.09,0.007326079,0.001651581,-0.008063063,17.1,
646,1924.1,0.000751368,0.001651581,0.060849763,17.2,
647,1924.11,-0.001657898,0.002059836,0.058681708,17.2,
648,1924.12,0.0032731,0.00317722,0.045849738,17.3,
649,1925.01,0.004087125,0.002870899,0.012871771,17.3,
650,1925.02,0.002451267,0.003321961,-0.021881443,17.2,
651,1925.03,0.005717518,0.002951609,-0.006075553,17.3,
652,1925.04,0.008151434,0.003112817,0.036695039,17.2,
653,1925.05,0.009761721,0.003233536,0.022390826,17.3,
654,1925.06,0.003133681,0.003354095,0.032214506,17.5,
655,1925.07,-0.001773949,0.003233536,0.017861862,17.7,
656,1925.08,0.003182898,0.003554674,0.027431852,17.7,
657,1925.09,0.005640257,0.003834745,0.037268317,17.7,
658,1925.1,0.005619196,0.003874685,0.035265629,17.7,
659,1925.11,0.002313774,0.003778799,0.020362969,18,
660,1925.12,0.005605157,0.004772703,0.019261637,17.9,
661,1926.01,0.00805807,0.00327374,0.005583004,17.9,
662,1926.02,0.003068038,0.004074124,-0.063831886,17.9,
663,1926.03,0.0038919,0.003834745,-0.023549958,17.8,
664,1926.04,0.005534995,0.003153074,0.011541812,17.9,
